"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WESF","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10","WT11"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-11","2.46",,,,"0.96","   40","0.0","0","83","92","75",,"  313","  220","  230",,"17.0","23.0","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-12","4.03",,,,"0.00","   73","0.0","0","83","94","76",,"  574","  160","  150",,"14.1","21.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-13","4.47",,,,"0.00","   54","0.0","0","85","91","76",,"  425","  340","  210",,"16.1","23.0",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-14","4.92",,,,"0.68","   37","0.0","0","83","92","73",,"  293","  130","  120",,"16.1","21.0","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-15","4.92",,,,"0.29","   39","0.0","0","82","90","77",,"  302","  160","  150",,"21.0","23.9","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-16","8.05",,,,"0.21","   77","0.0","0","84","91","77",,"  602","  150","  120",,"16.1","23.9","    1",,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-17","8.95",,,,"0.06",,"0.0","0","86","91","79",,"  513","  110",,,"14.1",,"    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-18","7.83",,,,"0.02","   44","0.0","0","85","91","82",,"  344","   80","  130",,"18.1","21.9",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-19","7.61",,,,"0.01","   69","0.0","0","86","91","82",,"  534","  130","  150",,"17.0","25.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-20","6.93",,,,"0.00","   72","0.0","0","86","91","81",,"  561","  130","  120",,"13.0","19.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-21","4.92",,,,"0.00","   64","0.0","0","85","91","81",,"  494","  130","  130",,"12.1","16.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-22","2.91",,,,"0.61","   50","0.0","0","85","93","76",,"  385","   10","  360",,"18.1","27.1","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-23","5.14",,,,"0.00","   43","0.0","0","83","93","79",,"  333","   60","  330",,"13.0","18.1",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-24","4.70",,,,"0.26","   58","0.0","0","85","91","81",,"  446","   80","   80",,"12.1","16.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-25","4.25",,,,"0.18",,"0.0","0","86","92","80",,,"   90","   90",,"14.1","17.0",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-26","3.80",,,,"0.35","   33","0.0","0","83","90","76",,"  254","  160","  180",,"17.0","25.1","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-27","5.82",,,,"0.08",,"0.0","0","80","90","75",,,"  180","  190",,"15.0","21.0","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-28","6.93",,,,"0.00",,"0.0","0","85","92","80",,"  533","   90","  130",,"16.1","19.9",,,"    1",,"    1",
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-29","10.96",,,,"0.14","   45","0.0","0","86","93","80",,"  346","  100","   90",,"25.9","32.0","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-30","8.05",,,,"2.76","    0","0.0","0","81","84","75",,"    0","  140","  140",,"25.1","32.0","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-08-31","7.16",,,,"0.00","   44","0.0","0","84","91","78",,"  334","  120","  120",,"17.0","23.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-01","4.92",,,,"0.00","   70","0.0","0","85","91","80",,"  531","  120","  120",,"15.0","21.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-02","5.37",,,,"1.17","   43","0.0","0","85","91","77",,"  329","  120","  130",,"14.1","19.9","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-03","4.47",,,,"0.02","   56","0.0","0","85","93","80",,"  421","  140","  150",,"15.0","21.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-04","4.03",,,,"0.37","   54","0.0","0","83","94","76",,"  406","  220","   30",,"16.1","19.9","    1",,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-05","2.46",,,,"0.07","   39","0.0","0","81","92","76",,"  297","  120","  120",,"16.1","19.9",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-06","2.91",,,,"0.31","   37","0.0","0","80","91","76",,"  279","   90","  140",,"18.1","23.9",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-07","2.68",,,,"0.34",,"0.0","0","79","86","76",,"  233","  230","  240",,"16.1","23.9","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-08","4.70",,,,"0.19","   48","0.0","0","84","91","78",,"  359","  120","  110",,"14.1","19.9",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-09","4.70",,,,"0.00","   37","0.0","0","85","90","80",,"  279","  110","  200",,"14.1","18.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-10","4.25",,,,"0.05","   49","0.0","0","85","92","79",,"  369","  130","  160",,"15.0","19.0","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-11","4.03",,,,"0.00",,"0.0","0","85","92","81",,"  356","  130","  120",,"14.1","21.0",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-12","5.59",,,,"0.59","   44","0.0","0","85","91","79",,"  328","  180","  180",,"17.0","21.9","    1",,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-13","7.38",,,,"0.04","   74","0.0","0","85","92","78",,"  548","  240","  260",,"18.1","25.1",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-14","6.93",,,,"0.00","   23","0.0","0","84","91","79",,"  168","  100","  110",,"18.1","23.0",,,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-15","12.75",,,,"0.15","   28","0.0","0","85","90","79",,"  210","  130","  130",,"23.0","30.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-16","7.61",,,,"1.39",,"0.0","0","80","86","75",,"    0","   80","   80",,"28.0","33.1","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-17","3.13",,,,"1.69","   23","0.0","0","79","88","74",,"  168","   80","   50",,"18.1","23.9","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-18","2.91",,,,"0.49","   50","0.0","0","79","88","74",,"  367","  240","  240",,"21.9","27.1","    1",,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-19","6.49",,,,"0.00","   62","0.0","0","82","91","76",,"  458","  250","  250",,"14.1","18.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-20","5.82",,,,"0.45","   77","0.0","0","84","93","74",,"  566","   90","   90",,"21.0","23.9","    1","    1","    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-21","5.37",,,,"0.84","   47","0.0","0","80","89","75",,"  340","  180","  180",,"19.9","25.1","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-22","4.70",,,,"1.06","   33","0.0","0","80","87","73",,"  238","  360","  350",,"21.0","28.0","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-23","4.03",,,,"0.00","   32","0.0","0","79","87","76",,"  230","  120","  120",,"18.1","23.9",,,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-24","6.49",,,,"0.22","   26","0.0","0","80","85","74",,"  192","  160","  130",,"18.1","25.9","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-25","3.58",,,,"0.02",,"0.0","0","82","90","77",,"   96","  120","  150",,"14.1","19.0",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-26","4.03",,,,"0.00","   36","0.0","0","82","89","76",,"  261","  120","  140",,"12.1","16.1",,,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-27","4.25",,,,"0.00","    5","0.0","0","83","87","76",,"   36","  260","  260",,"18.1","25.1","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-28","4.92",,,,"0.01","   57","0.0","0","82","88","75",,"  412","  140","  160",,"12.1","17.0","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-29","4.47",,,,"0.50","   19","0.0","0","82","89","77",,"  134","  200","  210",,"21.0","23.9","    1",,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-09-30","6.04",,,,"0.00",,"0.0","0","83","92","78",,,"  290","  320",,"13.0","19.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-01","8.05",,,,"0.00",,"0.0","0","84","91","77",,"  542","  310","  320",,"16.1","21.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-02","7.61",,,,"0.00",,"0.0","0","83","91","77",,"  330","  270","  280",,"14.1","21.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-03","9.84",,,,"0.00","   74","0.0","0","81","88","75",,"  530","  250","  270",,"21.0","28.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-04","8.05",,,,"0.00","   69","0.0","0","79","87","71",,"  488","  240","  260",,"21.0","30.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-05","7.61",,,,"0.10","   69","0.0","0","78","87","72",,"  488","  250","  280",,"23.0","31.1","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-06","5.82",,,,"0.00","   35","0.0","0","79","85","73",,"  248","  240","  240",,"15.0","19.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-07","3.58",,,,"0.20","   18","0.0","0","79","88","75",,"  127","  250","  170",,"14.1","21.9","    1",,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-08","3.58",,,,"0.13",,"0.0","0","79","88","75",,"  275","   90","   80",,"21.0","23.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-09","4.47",,,,"0.32",,"0.0","0","81","89","76",,"  220","  190","  180",,"16.1","27.1","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-10","6.04",,,,"0.01","   62","0.0","0","82","90","75",,"  435","  260","  250",,"16.1","23.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-11","4.70",,,,"0.00","   31","0.0","0","81","86","76",,"  214","  170","  160",,"10.1","16.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-12","4.25",,,,"0.00",,"0.0","0","80","88","75",,"  425","  160","  150",,"10.1","21.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-13","3.58",,,,"1.41",,"0.0","0","80","88","72",,"  194","  150","  160",,"17.0","23.9","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-14","2.91",,,,"0.00",,"0.0","0","79","90","73",,"  194","  120","  120",,"13.0","17.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-15","6.71",,,,"0.00",,"0.0","0","81","88","77",,"  115","   90","   80",,"17.0","21.0",,,,,"    1",
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-16","8.50",,,,"0.39",,"0.0","0","81","83","75",,"    0","   90","   80",,"18.1","23.0","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-17","6.93",,,,"0.00",,"0.0","0","79","84","76",,,"   50","   70",,"17.0","21.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-18","8.50",,,,"1.25",,"0.0","0","78","85","71",,"  137","   70","   80",,"18.1","29.1","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-19","14.99",,,,"0.10",,"0.0","0","78","84","73",,"  109","   50","   30",,"23.9","32.0","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-20","14.09",,,,"0.00","   26","0.0","0","79","84","76",,"  181","   80","   90",,"21.0","30.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-21","11.63",,,,"0.01",,"0.0","0","80","86","76",,"  309","  100","   90",,"21.9","28.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-22","9.84",,,,"0.13","   47","0.0","0","79","85","72",,"  322","   80","   90",,"21.0","23.9","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-23","8.50",,,,"0.18","   19","0.0","0","78","84","74",,"  129","   90","   40",,"21.9","27.1","    1",,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-24","9.17",,,,"0.18","   20","0.0","0","78","85","73",,"  136","   70","  100",,"21.0","25.9","    1",,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-25","10.96",,,,"0.00","   28","0.0","0","79","85","74",,"  189","   90","   90",,"19.9","23.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-26","11.86",,,,"0.00","   48","0.0","0","79","85","75",,"  323","  100","  130",,"18.1","25.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-27","10.29",,,,"0.01",,"0.0","0","80","85","77",,"  175","  140","  170",,"21.0","28.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-28","6.93",,,,"0.07","    0","0.0","0","79","81","74",,"    0","  180","  160",,"14.1","21.9","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-29","3.36",,,,"0.01","   22","0.0","0","80","89","74",,"  150","  240","  310",,"13.0","16.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-30","3.80",,,,"0.00","   20","0.0","0","80","89","75",,"  135","  100","   80",,"12.1","14.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-10-31","6.49",,,,"0.20","   22","0.0","0","79","84","76",,"  147","   90","  120",,"14.1","17.0","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-01","6.93",,,,"0.00","   48","0.0","0","81","87","76",,"  324","  100","  120",,"15.0","19.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-02","8.50",,,,"0.00","   48","0.0","0","81","87","77",,"  319","  120","  140",,"14.1","18.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-03","8.05",,,,"0.00",,"0.0","0","81","87","75",,"  351","   80","  120",,"14.1","19.0",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-04","10.96",,,,"0.22",,"0.0","0","82","88","77",,"  246","   90","   90",,"18.1","23.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-05","13.20",,,,"0.00",,"0.0","0","81","86","79",,"  192","   90","   90",,"21.9","29.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-06","9.84",,,,"0.26","   46","0.0","0","81","86","76",,"  303","  100","  100",,"17.0","21.9","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-07","10.51",,,,"0.01","   50","0.0","0","81","87","78",,"  332","  120","  140",,"17.0","23.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-08","8.95",,,,"0.00","   49","0.0","0","82","87","79",,"  323","  130","  140",,"16.1","21.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-09","6.26",,,,"0.00","   65","0.0","0","82","88","77",,"  426","  120","  130",,"13.0","17.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-10","3.80",,,,"0.02",,"0.0","0","81","89","74",,"  287","  130","  180",,"14.1","21.0",,,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-11","4.03",,,,"0.00",,"0.0","0","80","88","74",,"  227","   90","  140",,"12.1","16.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-12","5.37",,,,"0.00",,"0.0","0","80","87","74",,"   99","  100","  130",,"14.1","17.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-13","5.14",,,,"0.05",,"0.0","0","81","88","76",,"  272","  120","  130",,"14.1","18.1","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-14","6.49",,,,"3.37",,"0.0","0","76","79","71",,"   21","   40","   50",,"16.1","21.0","    1",,"    1",,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-15","10.51",,,,"0.77","    0","0.0","0","75","78","71",,"    0","   70","   60",,"21.9","28.0","    1",,"    1","    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-16","9.40",,,,"0.05","    0","0.0","0","77","80","73",,"    0","   80","  130",,"19.9","25.9","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-17","13.65",,,,"0.04",,"0.0","0","78","85","72",,"  125","  110","  120",,"23.0","27.1","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-18","15.66",,,,"0.24",,"0.0","0","81","85","78",,"   88","  110","  130",,"23.9","31.1","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-19","8.95",,,,"0.01",,"0.0","0","80","85","77",,"   13","  130","  140",,"18.1","23.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-20","6.04",,,,"0.00",,"0.0","0","78","86","73",,"   41","   50","   70",,"13.0","17.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-21","4.70",,,,"0.95","    0","0.0","0","78","83","69",,"    1","  140","  160",,"14.1","21.0","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-22","6.49",,,,"0.62",,"0.0","0","74","85","69",,,"  240","  250",,"21.0","28.0","    1",,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-23","8.72",,,,"0.00",,"0.0","0","72","78","64",,,"   30","   30",,"16.1","23.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-24","10.29",,,,"0.00",,"0.0","0","69","77","63",,,"   70","   40",,"21.9","29.1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-25","13.20",,,,"0.27",,"0.0","0","74","79","69",,,"   80","   60",,"25.1","34.0","    1",,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-26","12.53",,,,"0.17",,"0.0","0","75","80","70",,,"   60","   50",,"23.0","32.0",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-27","11.86",,,,"0.18",,"0.0","0","76","81","70",,,"   70","   70",,"21.9","29.1","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-28","7.61",,,,"0.02",,"0.0","0","75","81","68",,,"   40","   80",,"18.1","25.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-29","8.50",,,,"0.00",,"0.0","0","73","81","66",,,"   50","   50",,"18.1","23.9",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-11-30","6.93",,,,"0.30",,"0.0","0","75","79","71",,,"   90","   90",,"21.0","23.0","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-12-01","6.93",,,,"0.16",,"0.0","0","74","83","68",,,"   90","   80",,"14.1","16.1","    1",,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7905","-80.3163","8.8","2015-12-02","6.49",,,,"0.29",,"0.0","0","78","83","74",,,"  210","  170",,"18.1","28.0","    1",,,,,
